Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,64.70999908447266,64.98999786376953,64.41000366210938,64.68000030517578,39.97480773925781,9506200
2010-01-05,64.58000183105469,64.62000274658203,63.81999969482422,63.93000030517578,39.51127624511719,10673100
2010-01-06,63.900001525878906,64.54000091552734,63.83000183105469,64.44999694824219,39.83265686035156,13171500
2010-01-07,64.25,64.3499984741211,63.7400016784668,63.9900016784668,39.548370361328125,10901600
2010-01-08,63.91999816894531,64.26000213623047,63.630001068115234,64.20999908447266,39.68434524536133,7898000
2010-01-11,64.75,64.75,64.01000213623047,64.22000122070312,39.69050979614258,7975700
2010-01-12,64.12999725341797,64.72000122070312,64.0199966430664,64.55999755859375,39.9006462097168,10820700
2010-01-13,64.54000091552734,65.2300033569336,64.54000091552734,64.97000122070312,40.15404510498047,13023800
2010-01-14,65.19999694824219,65.2699966430664,64.75,65.0999984741211,40.234378814697266,7899000
2010-01-15,65.13999938964844,65.19999694824219,63.97999954223633,64.55999755859375,39.9006462097168,20995000
2010-01-19,64.13999938964844,65.75,64.11000061035156,65.3499984741211,40.388893127441406,15181800
2010-01-20,65.47000122070312,65.94999694824219,64.47000122070312,65.1500015258789,40.265289306640625,13033000
2010-01-21,65.06999969482422,65.47000122070312,63.79999923706055,63.970001220703125,39.5359992980957,14473900
2010-01-22,63.90999984741211,64.19000244140625,63.09000015258789,63.20000076293945,39.06010437011719,14017200
2010-01-25,63.66999816894531,63.70000076293945,63.04999923706055,63.220001220703125,39.07249069213867,10001700
2010-01-26,62.63999938964844,63.0099983215332,62.220001220703125,62.790000915527344,38.80672073364258,15630300
2010-01-27,62.779998779296875,63.720001220703125,62.70000076293945,63.439998626708984,39.20844268798828,14982400
2010-01-28,63.56999969482422,64.06999969482422,63.040000915527344,63.79999923706055,39.43094253540039,17096000
2010-01-29,63.95000076293945,64.2699966430664,62.81999969482422,62.86000061035156,38.8499870300293,17844400
2010-02-01,63.2599983215332,63.2599983215332,62.77000045776367,63.09000015258789,38.992122650146484,10153400
2010-02-02,63.20000076293945,64.19999694824219,62.630001068115234,63.9900016784668,39.548370361328125,13609300
2010-02-03,63.869998931884766,63.869998931884766,63.290000915527344,63.630001068115234,39.32587432861328,9255900
2010-02-04,63.4900016784668,63.619998931884766,62.619998931884766,62.63999938964844,38.7140007019043,18397000
2010-02-05,62.689998626708984,63.599998474121094,61.88999938964844,62.63999938964844,38.7140007019043,16775200
2010-02-08,62.5,62.97999954223633,62.2599983215332,62.369998931884766,38.54714584350586,10081200
2010-02-09,62.54999923706055,63.470001220703125,62.470001220703125,62.7599983215332,38.788177490234375,11356400
2010-02-10,62.790000915527344,63.06999969482422,62.209999084472656,62.72999954223633,38.76963424682617,10115800
2010-02-11,62.619998931884766,63.209999084472656,62.2599983215332,62.90999984741211,38.88088607788086,8353600
2010-02-12,62.61000061035156,63.0,62.11000061035156,62.720001220703125,38.763450622558594,12335800
2010-02-16,63.25,63.709999084472656,62.81999969482422,63.61000061035156,39.31352615356445,10212400
2010-02-17,63.630001068115234,64.36000061035156,63.61000061035156,63.97999954223633,39.54219436645508,9485500
2010-02-18,63.97999954223633,64.69999694824219,63.95000076293945,64.52999877929688,39.88209533691406,8260600
2010-02-19,64.1500015258789,64.45999908447266,63.619998931884766,63.810001373291016,39.73886489868164,14222300
2010-02-22,63.810001373291016,64.0999984741211,63.38999938964844,63.4900016784668,39.539588928222656,9839700
2010-02-23,63.560001373291016,63.849998474121094,63.22999954223633,63.310001373291016,39.427494049072266,12481400
2010-02-24,63.54999923706055,63.849998474121094,63.25,63.45000076293945,39.51468276977539,8519300
2010-02-25,62.790000915527344,63.349998474121094,62.52000045776367,63.279998779296875,39.4088020324707,10528900
2010-02-26,63.459999084472656,63.59000015258789,63.0,63.0,39.23442840576172,9357800
2010-03-01,63.27000045776367,63.459999084472656,63.16999816894531,63.38999938964844,39.47731018066406,9219400
2010-03-02,63.310001373291016,63.63999938964844,63.02000045776367,63.439998626708984,39.5084342956543,9014000
2010-03-03,63.59000015258789,63.75,63.220001220703125,63.400001525878906,39.4835319519043,9360400
2010-03-04,63.529998779296875,63.70000076293945,63.369998931884766,63.56999969482422,39.58942794799805,8067200
2010-03-05,63.65999984741211,64.06999969482422,63.54999923706055,64.04000091552734,39.882102966308594,10633600
2010-03-08,64.08000183105469,64.41000366210938,64.0199966430664,64.19999694824219,39.98175048828125,33380500
2010-03-09,64.55000305175781,64.55000305175781,64.08999633789062,64.2699966430664,40.02533721923828,8827100
2010-03-10,64.48999786376953,64.55999755859375,64.1500015258789,64.29000091552734,40.037803649902344,8436600
2010-03-11,64.1500015258789,64.22000122070312,63.599998474121094,64.22000122070312,39.994197845458984,9957800
2010-03-12,64.26000213623047,64.26000213623047,63.849998474121094,64.18000030517578,39.969295501708984,8223000
2010-03-15,64.13999938964844,64.56999969482422,64.06999969482422,64.56999969482422,40.212162017822266,7444700
2010-03-16,64.69999694824219,64.72000122070312,64.2300033569336,64.52999877929688,40.187259674072266,8882000
2010-03-17,64.72000122070312,64.73999786376953,64.4800033569336,64.6500015258789,40.262001037597656,8060700
2010-03-18,64.58000183105469,65.1500015258789,64.37000274658203,65.05999755859375,40.51734924316406,11742100
2010-03-19,65.11000061035156,65.48999786376953,64.80999755859375,65.11000061035156,40.548465728759766,23117600
2010-03-22,65.06999969482422,65.44000244140625,64.9800033569336,65.0999984741211,40.542236328125,8803800
2010-03-23,65.18000030517578,65.38999938964844,64.87000274658203,65.36000061035156,40.70416259765625,9453900
2010-03-24,65.30999755859375,65.30999755859375,64.75,64.75,40.324275970458984,9312500
2010-03-25,65.04000091552734,65.25,64.52999877929688,64.56999969482422,40.212162017822266,10496600
2010-03-26,64.68000030517578,64.72000122070312,64.33000183105469,64.37999725341797,40.09385299682617,9450400
2010-03-29,64.45999908447266,64.93000030517578,64.4000015258789,64.81999969482422,40.36786651611328,7812900
2010-03-30,64.94999694824219,64.9800033569336,64.55999755859375,64.9000015258789,40.41769027709961,8311600
2010-03-31,64.83999633789062,65.30999755859375,64.69999694824219,65.19999694824219,40.60453414916992,11939100
2010-04-01,65.37000274658203,65.7699966430664,65.23999786376953,65.7699966430664,40.95949935913086,10600600
2010-04-05,65.7699966430664,65.88999938964844,65.37999725341797,65.4000015258789,40.729087829589844,8617600
2010-04-06,65.12999725341797,65.44999694824219,65.0,65.30999755859375,40.673038482666016,8260100
2010-04-07,65.23999786376953,65.48999786376953,65.08000183105469,65.22000122070312,40.61697006225586,9409400
2010-04-08,65.19000244140625,65.19000244140625,64.7699966430664,64.93000030517578,40.43637466430664,8962600
2010-04-09,64.87999725341797,65.16999816894531,64.77999877929688,65.13999938964844,40.56715393066406,6972700
2010-04-12,65.11000061035156,65.20999908447266,64.93000030517578,65.11000061035156,40.548465728759766,8692200
2010-04-13,65.05999755859375,65.8499984741211,64.91000366210938,65.68000030517578,40.903438568115234,12481600
2010-04-14,65.43000030517578,65.5999984741211,65.18000030517578,65.48999786376953,40.78512191772461,10501900
2010-04-15,65.29000091552734,65.54000091552734,65.12999725341797,65.51000213623047,40.79757308959961,8656900
2010-04-16,65.33999633789062,65.6500015258789,64.88999938964844,65.0199966430664,40.4924201965332,15742500
2010-04-19,65.05999755859375,66.0999984741211,65.05999755859375,66.02999877929688,41.12140655517578,14626300
2010-04-20,66.02999877929688,66.19999694824219,65.7300033569336,65.98999786376953,41.09650802612305,11916400
2010-04-21,65.9800033569336,65.9800033569336,65.06999969482422,65.38999938964844,40.722862243652344,13355700
2010-04-22,65.18000030517578,65.23999786376953,64.33000183105469,64.77999877929688,40.34295654296875,19583000
2010-04-23,64.70999908447266,65.04000091552734,64.33000183105469,65.04000091552734,40.504878997802734,11674900
